ID	Name	Category	Type	Components	Marinobacter_sp_ES_048	Marinobacter_adhaerens_HP15	Marinobacter_adhaerens_strain_PBVC038	Marinobacter_algicola_DG893	Marinobacter_antarcticus_CGMCC1_10835	Marinobacter_aromaticivorans_strain_D15_8P	Marinobacter_daepoensis_DSM_16072	Marinobacter_dagiaonensis_CGMCC_1_9167	Marinobacter_sp_EN3	Marinobacter_sp_ES_1	Marinobacter_sp_EVN1	Marinobacter_excellens_HL_55	Marinobacter_excellens_LAMA_842	Marinobacter_flavimaris	Marinobacter_guaonensis_CGCC_1_6294	Marinobacter_guineae_strain_M3B	Marinobacter_hydrocarbonoclasticus_ASM1536	Marinobacter_hydrocarbonoclasticus_ATCC_49840	Marinobacter_hydrocarbonoclasticus_STW2	Marinobacter_lipoliticus_BF04_CF_4	Marinobacter_lipolyticus_SM19	Marinobacter_lutaoensis_T5054	Marinobacter_sp_LV10R510_8	Marinobacter_manganoxydans_MnI7_9	Marinobacter_mobilis_GCMCC_1_7059	Marinobacter_nanhaiticus_D15_8W	Marinobacter_nitrareduscens_AK21	Marinobacter_pelagius_CGMCC_1_6775	Marinobacter_persicus_IBRC_M_10445	Marinobacter_psychrophilus_20041	Marinobacter_salarius_SMR5	Marinobacter_salexigens_strain_HJR7	Marinobacter_salinus_Hb8	Marinobacter_santoriniensis_NKSG1	Marinobacter_segnicrescens_CGMCC_1_6489	Marinobacter_sp_AC_23	Marinobacter_sp_ANT_B65	Marinobacter_sp_BSs20148	Marinobacter_sp_C18	Marinobacter_sp_C1S70	Marinobacter_sp_CP1	Marinobacter_sp_CPC8	Marinobacter_sp_DG879	Marinobacter_sp_DSM_26291	Marinobacter_sp_DSM_26671	Marinobacter_sp_EhC06	Marinobacter_sp_EhN04	Marinobacter_sp_ELB17	Marinobacter_sp_ES_042	Marinobacter_sp_FDB33	Marinobacter_sp_IN6	Marinobacter_sp_LQ44	Marinobacter_sp_LV10MA510_1	Marinobacter_sp_LV10R510_11A	Marinobacter_sp_LV10R520_4	Marinobacter_sp_LVR2A5A20	Marinobacter_sp_MCTG268	Marinobacter_sp_N4	Marinobacter_sp_P4B1	Marinobacter_sp_PWS21	Marinobacter_zhejiangensis_CGMCC_1_7061
M00227	Glutamine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3
M00229	Arginine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	4	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	25	0	0	0	0	0
M00230	Glutamate/aspartate_transport_system	Phosphate_and_amino_acid_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00231	Octopine/nopaline_transport_system	Phosphate_and_amino_acid_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00232	General_L-amino_acid_transport_system	Phosphate_and_amino_acid_transport_system	Complex	4	100	100	100	100	100	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	100	0	100	0	100	0	0	0	100	100	0	100	25	0	100	100	100	100	0	100	100	100	100	100	100	100	100	100	0	100	0	100	0	25	0	100	100	0	0	100
M00233	Glutamate_transport_system	Phosphate_and_amino_acid_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00234	Cystine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	3	0	0	0	0	66.7	33.3	0	0	0	0	0	0	0	0	0	66.7	0	0	0	0	0	0	0	0	0	33.3	0	0	0	33.3	33.3	33.3	66.7	33.3	0	33.3	0	33.3	33.3	0	0	33.3	33.3	33.3	0	0	0	66.7	0	0	0	0	33.3	33.3	33.3	33.3	33.3	0	0	0	0
M00585	L-Cystine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00235	Arginine/ornithine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	4	50	50	50	50	25	50	50	25	100	100	100	50	50	50	50	75	50	50	50	50	100	25	100	50	25	50	50	50	50	75	50	50	50	50	50	50	25	75	50	50	50	50	50	50	50	50	50	75	75	100	50	50	75	25	50	25	50	50	50	50	50
M00587	Arginine/lysine/histidine/glutamine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00589	Putative_lysine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00237	Branched-chain_amino_acid_transport_system	Phosphate_and_amino_acid_transport_system	Complex	5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00322	Neutral_amino_acid_transport_system	Phosphate_and_amino_acid_transport_system	Complex	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00323	Urea_transport_system	Phosphate_and_amino_acid_transport_system	Complex	5	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00238	D-Methionine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00228	Putative_glutamine_transport_system	Phosphate_and_amino_acid_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00586	Putative_amino-acid_transport_system	Phosphate_and_amino_acid_transport_system	Complex	3	0	0	0	100	0	66.7	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	100	0	0	66.7	0	0	0	66.7	66.7	66.7	0	0	0	66.7	0	66.7	66.7	0	0	66.7	66.7	66.7	0	0	0	66.7	0	100	0	0	66.7	66.7	66.7	66.7	66.7	0	0	0	0
M00236	Putative_polar_amino_acid_transport_system	Phosphate_and_amino_acid_transport_system	Complex	3	100	100	100	66.7	100	66.7	66.7	66.7	33.3	33.3	33.3	66.7	66.7	100	100	100	66.7	66.7	66.7	100	33.3	66.7	100	100	66.7	100	66.7	100	66.7	100	66.7	66.7	100	100	66.7	100	100	100	66.7	66.7	100	66.7	66.7	66.7	100	100	100	100	100	33.3	100	66.7	100	100	100	66.7	66.7	100	66.7	66.7	66.7
M00439	Oligopeptide_transport_system	Peptide_and_nickel_transport_system	Complex	5	0	20	20	100	20	20	20	40	0	0	0	0	0	20	20	20	20	20	0	20	0	80	0	0	0	100	20	40	0	100	100	40	40	20	40	0	40	20	100	20	20	100	20	100	20	40	40	20	0	0	20	0	20	40	20	40	100	20	40	0	0
M00324	Dipeptide_transport_system	Peptide_and_nickel_transport_system	Complex	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00566	Dipeptide_transport_system_Firmicutes	Peptide_and_nickel_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00739	Cationic_peptide_transport_system	Peptide_and_nickel_transport_system	Complex	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00440	Nickel_transport_system	Peptide_and_nickel_transport_system	Complex	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00348	Glutathione_transport_system	Peptide_and_nickel_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00239	Peptides/nickel_transport_system	Peptide_and_nickel_transport_system	Complex	5	0	100	80	100	80	80	80	100	100	0	80	0	0	80	80	80	80	80	0	80	0	80	60	60	0	100	80	60	0	100	100	60	100	80	100	100	100	100	100	80	80	100	100	100	80	100	100	100	0	0	80	0	80	60	80	60	100	80	60	0	0
M00349	Microcin_C_transport_system	Peptide_and_nickel_transport_system	Complex	4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00240	Iron_complex_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	66.7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00241	Vitamin_B12_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	0	33.3	0	0	0	0	0	0	0	0	33.3	0	0	33.3	33.3	0	0	0	0	0	33.3	0	33.3	0	33.3	0	33.3	0	0	0	0	33.3	33.3	0	0	0	0	0	0	0	0	33.3	0	33.3	0	0	0	33.3	0	33.3	0	0	0	0	0	0	0	0	0	0
M00316	Manganese_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00242	Zinc_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00318	Iron/zinc/manganese/copper_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00317	Manganese/iron_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00791	Manganese/zinc_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00792	Manganese/zinc_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00319	Manganese/zinc/iron_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00243	Manganese/iron_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00245	Cobalt/nickel_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	4	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00246	Nickel_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	4	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00581	Biotin_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0	0	0	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	33.3	0	0	0	0	0
M00582	Energy-coupling_factor_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	25	0	0	0	0	0
M00244	Putative_zinc/manganese_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	0	66.7	0	0	0	0	66.7	0	0	0	66.7	66.7	66.7	0	0	0	0	66.7	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.7	0	66.7	0	0	0	0	66.7	0	0	0	0	0	66.7	0	66.7	0	0	0	0	0	0	0	0	66.7
M00247	Putative_ABC_transport_system	Metallic_cation_iron-siderophore_and_vitamin_B12_transport_system	Complex	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00298	Multidrug/hemolysin_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00249	Capsular_polysaccharide_transport_system	ABC-2_type_and_other_transport_systems	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
M00250	Lipopolysaccharide_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00320	Lipopolysaccharide_export_system	ABC-2_type_and_other_transport_systems	Complex	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00251	Teichoic_acid_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00252	Lipooligosaccharide_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00253	Sodium_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00813	Lantibiotic_transport_system	ABC-2_type_and_other_transport_systems	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00817	Lantibiotic_transport_system	ABC-2_type_and_other_transport_systems	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00762	Copper-processing_system	ABC-2_type_and_other_transport_systems	Complex	2	100	0	100	0	0	100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	0	0	100	100	0	0	100	100	100	100	0	100	100	100	0	100	100	100	0	100	100	0	0	0	100	100	100	100	0	0	100	100	100	100	100	100	0	100	100	100	100
M00583	Putative_peptide_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00257	Hemin_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00634	Oleandomycin_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00747	Bacitracin_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00314	Bacitracin_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00731	Bacitracin_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00732	Cationic_antimicrobial_peptide_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00224	Fluoroquinolone_transport_system	ABC-2_type_and_other_transport_systems	Complex	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00255	Lipoprotein-releasing_system	ABC-2_type_and_other_transport_systems	Complex	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00584	Acetoin_utilization_transport_system	ABC-2_type_and_other_transport_systems	Complex	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00259	Heme_transport_system	ABC-2_type_and_other_transport_systems	Complex	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00256	Cell_division_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00315	Uncharacterized_ABC_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00258	Putative_ABC_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00254	ABC-2_type_transport_system	ABC-2_type_and_other_transport_systems	Complex	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00635	Tetracycline_resistance_TetAB(46)_transporter	Drug_efflux_transporter/pump	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00720	Multidrug_resistance_efflux_pump_VexEF-TolC	Drug_efflux_transporter/pump	Complex	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	66.7	100	100	100	100	33.3	33.3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	33.3	100	100	100	100	100	100	100	66.7	100	100	100	100	100	100	100	100	100	33.3
M00706	Multidrug_resistance_EfrAB_transporter	Drug_efflux_transporter/pump	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00707	Multidrug_resistance_MdlAB/SmdAB_transporter	Drug_efflux_transporter/pump	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00708	Multidrug_resistance_PatAB_transporter	Drug_efflux_transporter/pump	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00710	Multidrug_resistance_efflux_pump_EbrAB	Drug_efflux_transporter/pump	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00711	Multidrug_resistance_efflux_pump_MdtIJ	Drug_efflux_transporter/pump	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00712	Multidrug_resistance_efflux_pump_YkkCD	Drug_efflux_transporter/pump	Complex	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
